date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T_out,Hour,Day_of_week
1/11/2016 21:40,100,20,21.39,45.69,20.7,45.06,20.39,46.09,5.73E+00,21,2
1/11/2016 21:50,100,20,21.5,45.33333333,20.7,44.93333333,20.39,46.06,5.67E+00,21,2
1/11/2016 22:00,110,20,21.5,45.12666667,20.79,44.63333333,20.39,46,5.60E+00,22,2
1/11/2016 22:10,400,20,21.53333333,44.96666667,20.79,44.36,20.42666667,45.93333333,5.65E+00,22,2
1/11/2016 22:20,400,20,21.6,44.76666667,20.89,44.22333333,20.5,45.93333333,5.70E+00,22,2
1/11/2016 22:30,390,30,21.6,44.56,20.96333333,43.96333333,20.5,45.79,5.75E+00,22,2
1/11/2016 22:40,240,20,21.6,44.36,21,43.83333333,20.5,45.73,5.80E+00,22,2
1/11/2016 22:50,60,20,21.6,44.2,21,43.7,20.5,45.59,5.85E+00,22,2
1/11/2016 23:00,60,20,21.6,44.2,21,43.59,20.4175,45.545,5.90E+00,23,2
1/11/2016 23:10,60,20,21.6,44.2,21,43.59,20.39,45.66333333,5.80E+00,23,2
1/11/2016 23:20,50,10,21.6,44.2,21,43.7,20.29,45.73,5.70E+00,23,2
1/11/2016 23:30,70,20,21.5,44.23,20.92666667,43.76,20.29,45.79,5.60E+00,23,2
1/11/2016 23:40,60,20,21.5,44.36333333,20.89,43.845,20.29,45.79,5.50E+00,23,2
1/11/2016 23:50,40,20,21.39,44.43333333,20.79,43.79,20.23,45.65666667,5.40E+00,23,2
1/12/2016 0:00,40,10,21.39,44.56,20.79,43.86333333,20.2,45.66333333,5.30E+00,0,3
1/12/2016 0:10,30,20,21.29,44.82666667,20.7,44,20.2,45.59,5.27E+00,0,3
1/12/2016 0:20,40,20,21.29,44.96666667,20.63333333,44,20.16666667,45.5,5.23E+00,0,3
1/12/2016 0:30,50,20,21.26,45.09,20.6,44.03,20.1,45.5,5.20E+00,0,3
1/12/2016 0:40,310,10,21.2,45.09,20.6,44.09,20.1,45.5,5.17E+00,0,3
1/12/2016 0:50,380,20,21.16666667,45.23,20.5,44.12666667,20.1,45.5,5.13E+00,0,3
1/12/2016 1:00,380,20,21.075,45.3725,20.5,44.2,20.1,45.53,5.10E+00,1,3
1/12/2016 1:10,370,20,21,45.4,20.39,44.2,20.1,45.59,5.12E+00,1,3
1/12/2016 1:20,120,10,21,45.59,20.39,44.26,20.1,45.59,5.13E+00,1,3
1/12/2016 1:30,50,0,20.92666667,45.59,20.29,44.29,20.16666667,45.53,5.15E+00,1,3
1/12/2016 1:40,40,0,20.89,45.66666667,20.23,44.29,20.13333333,45.5,5.17E+00,1,3
1/12/2016 1:50,50,0,20.89,46.06,20.2,44.4,20.2,45.5,5.18E+00,1,3
1/12/2016 2:00,40,0,20.79,46.2,20.2,44.46666667,20.16666667,45.5,5.20E+00,2,3
1/12/2016 2:10,50,0,20.79,46.2,20.1,44.53,20.125,45.425,5.13E+00,2,3
1/12/2016 2:20,50,0,20.7,46.26,20.1,44.59,20.13333333,45.4,5.07E+00,2,3
1/12/2016 2:30,50,0,20.7,46.2,20,44.43333333,20.2,45.5,5.00E+00,2,3
1/12/2016 2:40,40,0,20.6,46.2,20,44.5,20.2,45.5,4.93E+00,2,3
1/12/2016 2:50,40,0,20.6,46.12666667,20,44.5,20.2,45.4,4.87E+00,2,3
1/12/2016 3:00,30,0,20.56666667,46.06666667,19.89,44.59,20.2,45.4,4.80E+00,3,3
1/12/2016 3:10,20,0,20.5,46.2,19.82333333,44.53,20.29,45.46666667,4.82E+00,3,3
1/12/2016 3:20,20,0,20.5,46.29,19.79,44.53,20.29,45.4,4.83E+00,3,3
1/12/2016 3:30,40,0,20.42666667,46.23,19.79,44.53,20.2,45.4,4.85E+00,3,3
1/12/2016 3:40,50,0,20.39,46.29,19.76,44.59,20.2,45.4,4.87E+00,3,3
1/12/2016 3:50,50,0,20.39,46.36333333,19.7,44.59,20.2,45.5,4.88E+00,3,3
1/12/2016 4:00,40,0,20.29,46.5,19.7,44.7,20.26,45.5,4.90E+00,4,3
1/12/2016 4:10,50,0,20.29,46.545,19.63333333,44.62666667,20.29,45.5,4.92E+00,4,3
1/12/2016 4:20,40,0,20.23,46.5,19.6,44.59,20.29,45.5,4.93E+00,4,3
1/12/2016 4:30,40,0,20.2,46.43333333,19.6,44.59,20.29,45.5,4.95E+00,4,3
1/12/2016 4:40,40,0,20.2,46.56,19.56666667,44.7,20.29,45.56,4.97E+00,4,3
1/12/2016 4:50,60,0,20.16666667,46.36333333,19.5,44.7,20.29,45.59,4.98E+00,4,3
1/12/2016 5:00,50,0,20.1,46.36333333,19.5,44.79,20.29,45.59,5.00E+00,5,3
1/12/2016 5:10,50,0,20.1,46.5,19.42666667,44.73,20.29,45.59,4.98E+00,5,3
1/12/2016 5:20,40,0,20.03333333,46.36,19.39,44.73,20.29,45.59,4.97E+00,5,3
1/12/2016 5:30,40,0,20,46.29,19.39,44.79,20.35666667,45.59,4.95E+00,5,3
1/12/2016 5:40,40,0,20,46.29,19.39,44.79,20.39,45.59,4.93E+00,5,3
1/12/2016 5:50,40,0,20,46.23,19.39,44.79,20.32333333,45.59,4.92E+00,5,3
1/12/2016 6:00,50,0,19.92666667,46.23,19.29,44.9,20.32333333,45.59,4.90E+00,6,3
1/12/2016 6:10,70,10,19.89,46.23,19.29,44.925,20.32333333,45.59,4.93E+00,6,3
1/12/2016 6:20,40,0,19.89,46.43,19.29,45,20.29,45.59,4.97E+00,6,3
1/12/2016 6:30,30,0,19.89,46.62666667,19.29,45.12666667,20.29,45.59,5.00E+00,6,3
1/12/2016 6:40,20,10,19.89,46.7,19.218,45.2,20.29,45.5,5.03E+00,6,3
1/12/2016 6:50,30,0,19.89,46.86333333,19.2,45.245,20.29,45.43333333,5.07E+00,6,3
1/12/2016 7:00,40,10,19.82333333,46.86333333,19.2,45.36333333,20.2,45.29,5.10E+00,7,3
1/12/2016 7:10,50,10,19.85666667,46.93,19.2,45.4,20.2,45.29,5.10E+00,7,3
1/12/2016 7:20,60,20,19.79,46.79,19.2,45.32666667,20.16666667,45.29,5.10E+00,7,3
1/12/2016 7:30,60,20,19.79,46.895,19.175,45.195,20.1,45.29,5.10E+00,7,3
1/12/2016 7:40,70,20,19.79,47.42666667,19.1,45.03,20.1,45.29,5.10E+00,7,3
1/12/2016 7:50,60,30,19.79,48.36666667,19.1,45,20.1,45.29,5.10E+00,7,3
1/12/2016 8:00,140,20,19.79,48.66666667,19.1,45,20.2,45.29,5.10E+00,8,3
1/12/2016 8:10,110,30,19.79,48.53333333,19.06666667,45.06,20.13333333,45.29,5.05E+00,8,3
1/12/2016 8:20,90,10,19.89,50,19.02222222,45.04444444,20.15,45.245,5.00E+00,8,3
1/12/2016 8:30,60,0,19.89,48.73333333,19.1,45.2,20.1,45.2,4.95E+00,8,3
1/12/2016 8:40,60,0,19.89,48.02666667,19.03333333,45.12666667,20.1,45.2,4.90E+00,8,3
1/12/2016 8:50,60,0,19.89,47.63333333,19,45.09,20.1,45.2,4.85E+00,8,3
1/12/2016 9:00,50,0,19.85666667,47.06333333,19,45.03,20.1,45.2,4.80E+00,9,3
1/12/2016 9:10,60,0,19.79,46.65666667,19,44.96666667,20.1,45.16333333,4.88E+00,9,3
1/12/2016 9:20,50,0,19.79,46.33333333,19,44.82666667,20.1,45.09,4.97E+00,9,3
1/12/2016 9:30,30,0,19.79,46.06666667,19,44.645,20.1,45.16333333,5.05E+00,9,3
1/12/2016 9:40,40,0,19.76,45.86333333,18.96333333,44.56,20.03333333,44.96333333,5.13E+00,9,3
1/12/2016 9:50,30,0,19.7,45.79,18.96333333,44.43333333,20,44.9,5.22E+00,9,3
1/12/2016 10:00,260,0,19.7,45.66333333,18.89,44.29,20,44.9,5.30E+00,10,3
1/12/2016 10:10,500,0,19.7,45.59,18.89,44.23,19.89,44.9,5.48E+00,10,3
1/12/2016 10:20,450,0,19.73,47.79333333,18.92666667,44.23,19.89,44.9,5.67E+00,10,3
1/12/2016 10:30,50,10,19.79,48.79333333,19,44.36333333,19.89,44.86333333,5.85E+00,10,3
1/12/2016 10:40,60,0,19.89,47.94,19.03333333,44.56666667,19.96333333,44.86333333,6.03E+00,10,3
1/12/2016 10:50,60,0,19.89,47.16,19.03333333,44.56666667,19.92666667,44.79,6.22E+00,10,3
1/12/2016 11:00,50,0,19.89,46.76666667,19.03333333,44.5,20,44.79,6.40E+00,11,3
1/12/2016 11:10,50,0,20,46.29666667,19.1,44.5,20,44.79,6.50E+00,11,3
1/12/2016 11:20,50,0,20,45.96333333,19.1,44.46666667,19.92666667,44.79,6.60E+00,11,3
1/12/2016 11:30,60,0,20,46.22333333,19.1,44.4,19.945,44.79,6.70E+00,11,3
1/12/2016 11:40,60,0,20,45.96333333,19.1,44.29,19.89,44.76,6.80E+00,11,3
1/12/2016 11:50,60,0,20,45.72333333,19.15,44.245,19.89,44.7,6.90E+00,11,3
1/12/2016 12:00,60,0,20,45.66333333,19.2,44.2,19.96333333,44.7,7.00E+00,12,3
1/12/2016 12:10,190,0,20.03333333,45.5,19.2,44.12666667,19.96333333,44.7,7.08E+00,12,3
1/12/2016 12:20,220,0,20.1,45.69333333,19.2,43.9,20,44.79,7.17E+00,12,3
1/12/2016 12:30,170,0,20.1,45.4,19.2,43.9,20,44.79,7.25E+00,12,3
1/12/2016 12:40,390,0,20.1,45.32666667,19.2,43.856,19.96333333,44.79,7.33E+00,12,3
1/12/2016 12:50,90,0,20.1,45.32666667,19.2,43.7,19.89,44.79,7.42E+00,12,3
1/12/2016 13:00,60,0,20.16666667,46.99333333,19.2,43.76,19.89,44.79,7.50E+00,13,3
1/12/2016 13:10,290,0,20.1,46.43,19.1,43.8175,19.89,44.79,7.42E+00,13,3
1/12/2016 13:20,130,0,20.1,46.03,19.1,43.838125,19.89,44.79,7.33E+00,13,3
1/12/2016 13:30,140,0,20.06666667,45.36333333,19.1,43.745,19.89,44.86333333,7.25E+00,13,3
1/12/2016 13:40,240,0,20,44.96333333,19.1,43.59555556,19.89,44.82666667,7.17E+00,13,3
1/12/2016 13:50,50,0,20,44.76,19.1,43.48888889,19.89,44.9,7.08E+00,13,3
1/12/2016 14:00,60,0,20,44.595,19.1,43.425,19.89,44.9,7.00E+00,14,3
1/12/2016 14:10,60,0,20,44.43333333,19.1,43.334,19.89,44.9,6.98E+00,14,3
1/12/2016 14:20,60,0,20,44.26,19.1,43.29,19.89,44.9,6.97E+00,14,3
1/12/2016 14:30,370,0,20,44.2,19.1,43.29,19.89,44.9,6.95E+00,14,3
1/12/2016 14:40,200,0,20,44.06,19.03333333,43.23,19.945,44.9,6.93E+00,14,3
1/12/2016 14:50,70,0,20,44.06,19,43.2,19.89,44.9,6.92E+00,14,3
1/12/2016 15:00,50,0,20,44.09,19,43.12666667,19.89,44.82666667,6.90E+00,15,3
1/12/2016 15:10,40,0,20,44.03,19,43.09,19.89,44.9,6.80E+00,15,3
1/12/2016 15:20,40,0,19.96333333,43.9,18.92666667,43.09,19.89,44.9,6.70E+00,15,3
1/12/2016 15:30,30,0,19.96333333,43.9,19.03333333,43.06,19.89,44.79,6.60E+00,15,3
1/12/2016 15:40,30,0,20,43.86333333,19.1,43,19.89,44.79,6.50E+00,15,3
1/12/2016 15:50,30,0,20.06666667,43.86333333,19.13333333,42.86333333,19.89,44.76,6.40E+00,15,3
1/12/2016 16:00,30,0,20.1,43.79,19.2,42.715,19.89,44.7,6.30E+00,16,3
1/12/2016 16:10,40,0,20.1,43.73,19.13636364,42.65,19.89,44.7,6.33E+00,16,3
1/12/2016 16:20,50,0,20.1,43.56,19.13,42.59,19.89,44.76,6.37E+00,16,3
1/12/2016 16:30,40,0,20.1,43.43333333,19.1,42.59,19.89,44.79,6.40E+00,16,3
1/12/2016 16:40,40,0,20.1,43.16333333,19.0375,42.53375,19.82333333,44.73,6.43E+00,16,3
1/12/2016 16:50,40,0,20.1,43.03,19.00769231,42.43,19.79,44.7,6.47E+00,16,3
1/12/2016 17:00,60,0,20.06666667,42.83333333,19,42.41818182,19.79,44.7,6.50E+00,17,3
1/12/2016 17:10,60,10,20,42.6725,19,42.43333333,19.79,44.66333333,6.32E+00,17,3
1/12/2016 17:20,210,20,20,42.53,18.99,42.47181818,19.79,44.59,6.13E+00,17,3
1/12/2016 17:30,380,20,20.03333333,43.49666667,18.90222222,42.58,19.82333333,44.59,5.95E+00,17,3
1/12/2016 17:40,370,40,20.03333333,42.96333333,18.89,42.56,19.89,44.59,5.77E+00,17,3
1/12/2016 17:50,230,30,20,43.16,18.89,42.79666667,19.89,44.59,5.58E+00,17,3
1/12/2016 18:00,80,40,20,43.9,18.85666667,43.4,19.79,44.46666667,5.40E+00,18,3
1/12/2016 18:10,90,30,20,43.7,18.85666667,43.46666667,19.79,44.46666667,5.30E+00,18,3
1/12/2016 18:20,70,20,20,43.76,18.92666667,43.36333333,19.79,44.4,5.20E+00,18,3
1/12/2016 18:30,40,10,20.03333333,44,19,43.29,19.79,44.4,5.10E+00,18,3
1/12/2016 18:40,40,0,20.1,44.26,19.2,43.29,19.89,44.4,5.00E+00,18,3
1/12/2016 18:50,30,0,20.1,44.2,19.245,43.245,19.89,44.32666667,4.90E+00,18,3
1/12/2016 19:00,50,0,20.1,44.12666667,19.29,43.095,19.79,44.09,4.80E+00,19,3
1/12/2016 19:10,50,0,20.1,44.06,19.37,42.92,19.79,44.09,4.75E+00,19,3
1/12/2016 19:20,60,0,20.1,44,19.39,42.9,19.79,44.12666667,4.70E+00,19,3
1/12/2016 19:30,50,0,20.1,43.9,19.39,42.76,19.79,44.2,4.65E+00,19,3
1/12/2016 19:40,60,0,20.1,43.82666667,19.39,42.7,19.79,44.2,4.60E+00,19,3
1/12/2016 19:50,60,0,20.03333333,43.73,19.39,42.66333333,19.79,44.2,4.55E+00,19,3
1/12/2016 20:00,60,0,20.1,43.73,19.39,42.53,19.79,44.29,4.50E+00,20,3
1/12/2016 20:10,50,0,20.06666667,43.49,19.35666667,42.5,19.79,44.29,4.53E+00,20,3
1/12/2016 20:20,50,0,20,43.29,19.29,42.43333333,19.79,44.29,4.57E+00,20,3
1/12/2016 20:30,50,0,20,43.145,19.29,42.45,19.79,44.29,4.60E+00,20,3
1/12/2016 20:40,50,0,20,43.06,19.26,42.46666667,19.79,44.29,4.63E+00,20,3
1/12/2016 20:50,50,0,19.92666667,43,19.2,42.4,19.79,44.29,4.67E+00,20,3
1/12/2016 21:00,60,0,19.89,42.86333333,19.2,42.32666667,19.79,44.29,4.70E+00,21,3
1/12/2016 21:10,60,0,19.89,42.79,19.2,42.32666667,19.79,44.26,4.80E+00,21,3
1/12/2016 21:20,40,0,19.89,42.7,19.1,42.36333333,19.79,44.2,4.90E+00,21,3
1/12/2016 21:30,30,0,19.82333333,42.62666667,19.1,42.29,19.79,44.16333333,5.00E+00,21,3
1/12/2016 21:40,30,20,19.79,42.59,19.04444444,42.24,19.73,44.09,5.10E+00,21,3
1/12/2016 21:50,30,10,19.79,42.72333333,19,42.05636364,19.7,44,5.20E+00,21,3
1/12/2016 22:00,40,0,19.76,42.76,19,41.88666667,19.7,44.06,5.30E+00,22,3
1/12/2016 22:10,50,10,19.7,42.7,19,41.98833333,19.7,44.12666667,5.33E+00,22,3
1/12/2016 22:20,50,0,19.7,42.7,19,42.06428571,19.7,44.2,5.37E+00,22,3
1/12/2016 22:30,50,0,19.63333333,42.62666667,18.910625,42.2525,19.73,44.29,5.40E+00,22,3
1/12/2016 22:40,40,0,19.66666667,43,18.89,42.410625,19.79,44.29,5.43E+00,22,3
1/12/2016 22:50,50,0,19.6,43,18.89,42.5,19.79,44.43333333,5.47E+00,22,3
1/12/2016 23:00,40,0,19.6,43,18.89,42.645,19.79,44.5,5.50E+00,23,3
1/12/2016 23:10,40,0,19.53333333,43,18.80818182,42.7,19.79,44.53,5.58E+00,23,3
1/12/2016 23:20,40,0,19.5,43.09,18.79,42.75625,19.79,44.59,5.67E+00,23,3
1/12/2016 23:30,40,0,19.5,43.09,18.79,42.86166667,19.79,44.59,5.75E+00,23,3
1/12/2016 23:40,50,0,19.5,43.145,18.79,43,19.79,44.59,5.83E+00,23,3
1/12/2016 23:50,50,0,19.5,43.2,18.775,43.045,19.89,44.82666667,5.92E+00,23,3
1/13/2016 0:00,50,0,19.42666667,43.2,18.7,43.09,19.89,44.9,6.00E+00,0,4
1/13/2016 0:10,30,0,19.39,43.2,18.7,43.2,19.89,44.845,5.88E+00,0,4
1/13/2016 0:20,20,0,19.39,43.26,18.7,43.26,19.89,44.86333333,5.77E+00,0,4
1/13/2016 0:30,30,0,19.39,43.29,18.69090909,43.31,19.89,44.79,5.65E+00,0,4
1/13/2016 0:40,20,0,19.39,43.36333333,18.67777778,43.39777778,19.89,44.79,5.53E+00,0,4
1/13/2016 0:50,40,0,19.39,43.4,18.64285714,43.42857143,19.82333333,44.73,5.42E+00,0,4
1/13/2016 1:00,50,0,19.32333333,43.46666667,18.6,43.46,19.79,44.7,5.30E+00,1,4
1/13/2016 1:10,60,0,19.29,43.5,18.6,43.5,19.79,44.76,5.30E+00,1,4
1/13/2016 1:20,50,0,19.29,43.56,18.6,43.56,19.79,44.79,5.30E+00,1,4
1/13/2016 1:30,40,0,19.29,43.59,18.58888889,43.59,19.85666667,44.86333333,5.30E+00,1,4
1/13/2016 1:40,40,0,19.29,43.59,18.5,43.59,19.89,44.9,5.30E+00,1,4
1/13/2016 1:50,50,0,19.29,43.7,18.5,43.63583333,19.89,44.9,5.30E+00,1,4
1/13/2016 2:00,40,0,19.29,43.76,18.5,43.68625,19.89,44.9,5.30E+00,2,4
1/13/2016 2:10,40,0,19.2,43.7,18.5,43.7,19.89,44.96666667,5.33E+00,2,4
1/13/2016 2:20,50,0,19.2,43.76,18.5,43.775,19.89,45,5.37E+00,2,4
1/13/2016 2:30,50,0,19.2,43.79,18.5,43.845,19.89,45,5.40E+00,2,4
1/13/2016 2:40,50,0,19.2,43.86333333,18.5,43.9,19.89,45,5.43E+00,2,4
1/13/2016 2:50,40,0,19.2,43.9,18.48307692,43.86192308,19.96333333,45,5.47E+00,2,4
1/13/2016 3:00,30,0,19.1,43.93333333,18.49388889,43.79,19.89,45.03,5.50E+00,3,4
1/13/2016 3:10,20,0,19.1,44,18.42055556,43.80833333,19.89,45.0675,5.48E+00,3,4
1/13/2016 3:20,20,0,19.1,44,18.39611111,43.79611111,19.89,45,5.47E+00,3,4
1/13/2016 3:30,20,0,19.1,44,18.39,43.79,19.89,45,5.45E+00,3,4
1/13/2016 3:40,50,0,19.1,44.09,18.39,43.79,19.82333333,44.93333333,5.43E+00,3,4
1/13/2016 3:50,50,0,19.1,44.09,18.37181818,43.84,19.79,44.93333333,5.42E+00,3,4
1/13/2016 4:00,50,0,19.03333333,44.03,18.30764706,43.9,19.79,45,5.40E+00,4,4
1/13/2016 4:10,40,0,19.03333333,44.09,18.34294118,43.9,19.82333333,45.03,5.37E+00,4,4
1/13/2016 4:20,40,0,19,44.09,18.34,43.91666667,19.82333333,45.03,5.33E+00,4,4
1/13/2016 4:30,50,0,19,44.09,18.29,43.90555556,19.89,45.06,5.30E+00,4,4
1/13/2016 4:40,40,0,19,44.09,18.29,43.9,19.89,45.06,5.27E+00,4,4
1/13/2016 4:50,50,0,19,44.16333333,18.29,43.93888889,19.89,45.06,5.23E+00,4,4
1/13/2016 5:00,50,0,18.96333333,44.2,18.273125,43.98125,19.89,45.06,5.20E+00,5,4
1/13/2016 5:10,50,0,18.89,44.2,18.29,44,19.89,45.09,5.17E+00,5,4
1/13/2016 5:20,40,0,18.89,44.2,18.245,44,19.89,45.09,5.13E+00,5,4
1/13/2016 5:30,40,0,18.89,44.2,18.2,44,19.96333333,45.09,5.10E+00,5,4
1/13/2016 5:40,50,0,18.89,44.23,18.2,44,19.89,45.09,5.07E+00,5,4
1/13/2016 5:50,20,0,18.89,44.29,18.2,44,19.92666667,45.09,5.03E+00,5,4
1/13/2016 6:00,20,0,18.89,44.29,18.2,44,19.92666667,45.03,5.00E+00,6,4
1/13/2016 6:10,50,0,18.865,44.365,18.2,44,19.89,45.06,5.02E+00,6,4
1/13/2016 6:20,30,10,18.79,44.72333333,18.2,44.06666667,19.815,44.82,5.03E+00,6,4
1/13/2016 6:30,50,10,18.89,45.03,18.2,44.29375,19.73,44.62666667,5.05E+00,6,4
1/13/2016 6:40,50,10,18.89,45.09,18.17272727,44.41636364,19.7,44.59,5.07E+00,6,4
1/13/2016 6:50,200,0,18.89,45,18.18181818,44.54090909,19.7,44.53,5.08E+00,6,4
1/13/2016 7:00,110,10,18.89,45,18.15,44.59,19.6,44.22333333,5.10E+00,7,4
1/13/2016 7:10,80,10,18.79,44.63333333,18.1,44.19666667,19.53333333,43.83,5.08E+00,7,4
1/13/2016 7:20,50,0,18.79,44.5,18.1,43.96666667,19.5,43.9,5.07E+00,7,4
1/13/2016 7:30,50,0,18.79,44.59,18.05,43.845,19.5,43.96666667,5.05E+00,7,4
1/13/2016 7:40,50,0,18.79,44.53,18.1,43.8175,19.5,44,5.03E+00,7,4
1/13/2016 7:50,40,0,18.79,44.36333333,18.1,43.79,19.5,44,5.02E+00,7,4
1/13/2016 8:00,40,0,18.79,44.23,18,43.645,19.5,43.9,5.00E+00,8,4
1/13/2016 8:10,30,0,18.79,44.06,18,43.7,19.5,43.9,5.00E+00,8,4
1/13/2016 8:20,180,20,18.79,43.93333333,18,43.45,19.5,43.96666667,5.00E+00,8,4
1/13/2016 8:30,350,30,18.79,43.9,18,43.36333333,19.42666667,43.76666667,5.00E+00,8,4
1/13/2016 8:40,350,20,18.79,43.9,18,43.36333333,19.39,43.59,5.00E+00,8,4
1/13/2016 8:50,300,30,18.79,44,18,43.4,19.39,43.59,5.00E+00,8,4
1/13/2016 9:00,400,20,18.85666667,44.06,18.06666667,43.46666667,19.39,43.59,5.00E+00,9,4
1/13/2016 9:10,390,30,18.89,44.23,18.13333333,43.59,19.46333333,43.66333333,5.00E+00,9,4
1/13/2016 9:20,290,30,18.9975,44.3975,18.26,43.66333333,19.5,43.7,5.00E+00,9,4
1/13/2016 9:30,60,30,19.1,44.5,18.32333333,43.5,19.5,43.7,5.00E+00,9,4
1/13/2016 9:40,70,20,19.13333333,44.5,18.46333333,43.5,19.42666667,43.62666667,5.00E+00,9,4
1/13/2016 9:50,110,30,19.2,44.36,18.53333333,43.43,19.46333333,43.66333333,5.00E+00,9,4
1/13/2016 10:00,90,20,19.2,44.06,18.6,43.23,19.39,43.59,5.00E+00,10,4
1/13/2016 10:10,60,20,19.2,44.06,18.6,43.15666667,19.39,43.62666667,5.08E+00,10,4
1/13/2016 10:20,70,20,19.2,44.09,18.66666667,43.43,19.46333333,43.76,5.17E+00,10,4
1/13/2016 10:30,80,20,19.2,44.16333333,18.7,43.93,19.5,43.82666667,5.25E+00,10,4
1/13/2016 10:40,60,0,19.23,44.39,18.76,43.86333333,19.5,43.9,5.33E+00,10,4
1/13/2016 10:50,40,10,19.29,44.79666667,18.79,44,19.5,44,5.42E+00,10,4
1/13/2016 11:00,30,10,19.29,45.16333333,18.79,44,19.5,44,5.50E+00,11,4
1/13/2016 11:10,70,10,19.23,45.03,18.7,43.145,19.39,43.5,5.58E+00,11,4
1/13/2016 11:20,50,10,19.29,45.73333333,18.7,43.06,19.39,43.36,5.67E+00,11,4
1/13/2016 11:30,80,10,19.29,45.12666667,18.7,43,19.32333333,43.4,5.75E+00,11,4
1/13/2016 11:40,80,10,19.2,44.83333333,18.7,43.06,19.39,43.52666667,5.83E+00,11,4
1/13/2016 11:50,50,0,19.2,44.7,18.63333333,42.93333333,19.39,43.65666667,5.92E+00,11,4
1/13/2016 12:00,40,0,19.2,44.9,18.6,42.83333333,19.39,43.93,6.00E+00,12,4
1/13/2016 12:10,50,0,19.2,44.69333333,18.6,42.16666667,19.46333333,43.96,5.92E+00,12,4
1/13/2016 12:20,40,0,19.2,43.6,18.5,41.79,19.39,43.62666667,5.83E+00,12,4
1/13/2016 12:30,40,0,19.2,43.12,18.5,41.73,19.39,43.59,5.75E+00,12,4
1/13/2016 12:40,50,0,19.13333333,42.76666667,18.5,41.66333333,19.365,43.5225,5.67E+00,12,4
1/13/2016 12:50,30,0,19.16666667,42.46666667,18.5,41.53,19.35666667,43.43333333,5.58E+00,12,4
1/13/2016 13:00,30,0,19.1,42.26666667,18.5,41.36333333,19.29,43.26,5.50E+00,13,4
1/13/2016 13:10,20,0,19.1,42.09,18.5,41.29,19.29,43.12666667,5.73E+00,13,4
